Nom_donnée|Type|Nom_module|Public|Nb_lignes|Nb_colonnes|Label_père|Offset|Masque_accès|Affichage|Unité|Fonction_transfert_ades|Coefficient_a|Coefficient_b|Groupe|Groupe_1|Groupe_2|Alias_1|Alias_2|Genre|Variable_indice_ligne|Variable_indice_colonne|Fonction_transfert_ligne|Fonction_transfert_colonne|Table_breakpoint_ligne|Table_breakpoint_colonne|Référence_spécification|Recuperable|Modifiable|Fournisseur|Responsable|Valeurs|Visualisable_ADES|Donnée_a_supprimer|Validation|Commentaires|Volatile|MinDecValue|MaxDecValue|MinPhysValue|MaxPhysValue|Def_Eval|MemSec
MAIN_MSGu8EngTqIndLmtdByTrsm|uint8|MAIN|0|0|0|MAIN_MSGu8EngTqIndLmtdByTrsm|0|0|Hexa|-||||Communication|TCU1|Raw|MAIN_MSGu8EngTqIndLmtdByTrsm||1|||||||NONE|0|1||||1|0|0|Message TCU1 10ms |0||||||
MAIN_MSGf32EngTqIndLmtdByTrsmPhys|float32|MAIN|0|0|0|MAIN_MSGf32EngTqIndLmtdByTrsmPhys|0|0|Phys|Nm|1|1|0|Communication|TCU1|Physical|MAIN_MSGf32EngTqIndLmtdByTrsmPhys||1|||||||NONE|0|1||||1|0|0|Message TCU1 10ms |0||||||
MAIN_MSGu8TrsmCluStAct|uint8|MAIN|0|0|0|MAIN_MSGu8TrsmCluStAct|0|0|Hexa|-||||Communication|TCU1|Raw|MAIN_MSGu8TrsmCluStAct||1|||||||NONE|0|1||||1|0|0|Message TCU1 10ms |0||||||
MAIN_MSGu8TrsmMsgCnt|uint8|MAIN|0|0|0|MAIN_MSGu8TrsmMsgCnt|0|0|Hexa|-||||Communication|TCU1|Raw|MAIN_MSGu8TrsmMsgCnt||1|||||||NONE|0|1||||1|0|0|Message TCU1 10ms |0||||||
MAIN_MSGf32TrsmMsgCntPhys|float32|MAIN|0|0|0|MAIN_MSGf32TrsmMsgCntPhys|0|0|Phys|count|1|1|0|Communication|TCU1|Physical|MAIN_MSGf32TrsmMsgCntPhys||1|||||||NONE|0|1||||1|0|0|Message TCU1 10ms |0||||||
MAIN_MSGu16TrsmNInp|uint16|MAIN|0|0|0|MAIN_MSGu16TrsmNInp|0|0|Hexa|-||||Communication|TCU1|Raw|MAIN_MSGu16TrsmNInp||1|||||||NONE|0|1||||1|0|0|Message TCU1 10ms |0||||||
MAIN_MSGf32TrsmNInpPhys|float32|MAIN|0|0|0|MAIN_MSGf32TrsmNInpPhys|0|0|Phys|rpm|1|1|0|Communication|TCU1|Physical|MAIN_MSGf32TrsmNInpPhys||1|||||||NONE|0|1||||1|0|0|Message TCU1 10ms |0||||||
MAIN_MSGu8EngTqIndIncReqdByTrsm|uint8|MAIN|0|0|0|MAIN_MSGu8EngTqIndIncReqdByTrsm|0|0|Hexa|-||||Communication|TCU2|Raw|MAIN_MSGu8EngTqIndIncReqdByTrsm||1|||||||NONE|0|1||||1|0|0|Message TCU2 10ms |0||||||
MAIN_MSGf32EngTqIndIncReqdByTrsmPhys|float32|MAIN|0|0|0|MAIN_MSGf32EngTqIndIncReqdByTrsmPhys|0|0|Phys|Nm|1|1|0|Communication|TCU2|Physical|MAIN_MSGf32EngTqIndIncReqdByTrsmPhys||1|||||||NONE|0|1||||1|0|0|Message TCU2 10ms |0||||||
MAIN_MSGu8TrsmFlgFlt|uint8|MAIN|0|0|0|MAIN_MSGu8TrsmFlgFlt|0|0|Hexa|-||||Communication|TCU2|Raw|MAIN_MSGu8TrsmFlgFlt||1|||||||NONE|0|1||||1|0|0|Message TCU2 10ms |0||||||
MAIN_MSGbTrsmFlgShiftProgs|boolean|MAIN|0|0|0|MAIN_MSGbTrsmFlgShiftProgs|0|0|Phys|bool|2|0||Communication|TCU2|Raw|MAIN_MSGbTrsmFlgShiftProgs||1|||||||NONE|0|1||||1|0|0|Message TCU2 10ms |0||||||
MAIN_MSGu8TrsmGearAct|uint8|MAIN|0|0|0|MAIN_MSGu8TrsmGearAct|0|0|Hexa|-||||Communication|TCU2|Raw|MAIN_MSGu8TrsmGearAct||1|||||||NONE|0|1||||1|0|0|Message TCU2 10ms |0||||||
MAIN_MSGu8TrsmGearTar|uint8|MAIN|0|0|0|MAIN_MSGu8TrsmGearTar|0|0|Hexa|-||||Communication|TCU2|Raw|MAIN_MSGu8TrsmGearTar||1|||||||NONE|0|1||||1|0|0|Message TCU2 10ms |0||||||
MAIN_MSGbTrsmMILReq|boolean|MAIN|0|0|0|MAIN_MSGbTrsmMILReq|0|0|Phys|bool|2|0||Communication|TCU2|Raw|MAIN_MSGbTrsmMILReq||1|||||||NONE|0|1||||1|0|0|Message TCU2 10ms |0||||||
MAIN_MSGu8TrsmStGearLvr|uint8|MAIN|0|0|0|MAIN_MSGu8TrsmStGearLvr|0|0|Hexa|-||||Communication|TCU2|Raw|MAIN_MSGu8TrsmStGearLvr||1|||||||NONE|0|1||||1|0|0|Message TCU2 10ms |0||||||
MAIN_MSGu8TrsmStGearMode|uint8|MAIN|0|0|0|MAIN_MSGu8TrsmStGearMode|0|0|Hexa|-||||Communication|TCU2|Raw|MAIN_MSGu8TrsmStGearMode||1|||||||NONE|0|1||||1|0|0|Message TCU2 10ms |0||||||
MAIN_MSGu8TrsmTOil|uint8|MAIN|0|0|0|MAIN_MSGu8TrsmTOil|0|0|Hexa|-||||Communication|TCU2|Raw|MAIN_MSGu8TrsmTOil||1|||||||NONE|0|1||||1|0|0|Message TCU2 10ms |0||||||
MAIN_MSGf32TrsmTOilPhys|float32|MAIN|0|0|0|MAIN_MSGf32TrsmTOilPhys|0|0|Phys|deg C|1|1|0|Communication|TCU2|Physical|MAIN_MSGf32TrsmTOilPhys||1|||||||NONE|0|1||||1|0|0|Message TCU2 10ms |0||||||
MAIN_MSGbTrsmTOilWrnLmpReq|boolean|MAIN|0|0|0|MAIN_MSGbTrsmTOilWrnLmpReq|0|0|Phys|bool|2|0||Communication|TCU2|Raw|MAIN_MSGbTrsmTOilWrnLmpReq||1|||||||NONE|0|1||||1|0|0|Message TCU2 10ms |0||||||

MAIN_au32GptIsrPeriod|uint32|MAIN|0|0|0|MAIN_au32GptIsrPeriod|0|0|Phys|µs|1|0.01|0|Application|MAIN|MAIN|MAIN_au32GptIsrPeriod||1||*||*||*|NONE|0|1||||1|0|1||0|0|4294967295|||0|
MAIN_au32GptIsrTimeStamp|uint32|MAIN|0|0|0|MAIN_au32GptIsrTimeStamp|0|0|Phys|µs|1|0.01|0|Application|MAIN|MAIN|MAIN_au32GptIsrTimeStamp||1||*||*||*|NONE|0|1||||1|0|1||0|0|4294967295|||0|
MAIN_u32StackStartAddr|uint32|MAIN|0|0|0|MAIN_u32StackStartAddr|0|0|Déci|-||||Main|Main||MAIN_u32StackStartAddr||1||||||||0|1||||1|0|0||0|||||0|
MAIN_u32StackPreValue|uint32|MAIN|0|0|0|MAIN_u32StackPreValue|0|0|Déci|-||||Main|Main||MAIN_u32StackPreValue||1||||||||0|1||||1|0|0||0|||||0|
MAIN_u32StackCurValue|uint32|MAIN|0|0|0|MAIN_u32StackCurValue|0|0|Déci|-||||Main|Main||MAIN_u32StackCurValue||1||||||||0|1||||1|0|0||0|||||0|
